data,label
/home/m448690/ASL4/augmented_data/1/dark-0.4hand4_1_bot_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*6hand2_1_top_seg_3_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--15e22satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*6e18satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--15me5satu.jpg,1
/home/m448690/ASL4/augmented_data/1/light-2.0hand2_1_right_seg_1_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/61.jpeg,1
/home/m448690/ASL4/augmented_data/1/hue-200hand2_1_dif_seg_3_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*3hand5_1_bot_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.7e26satu.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-190e46satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-15e26satu.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.7hand1_1_top_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/light-2.0e49satu.jpg,1
/home/m448690/ASL4/augmented_data/1/light-2.0hand2_1_right_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-190e17satu.jpg,1
/home/m448690/ASL4/augmented_data/1/light-2.0hand4_1_bot_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/me10.jpg,1
/home/m448690/ASL4/augmented_data/1/MedianBLur-7e26satu.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-170hand1_1_top_seg_3_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*3hand1_1_bot_seg_1_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-200hand2_1_right_seg_1_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-25e10satu.jpg,1
/home/m448690/ASL4/augmented_data/1/light-1hand1_1_left_seg_1_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/light-1hand1_1_dif_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-200hand2_1_top_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Dilation-*5hand4_1_bot_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--15hand1_1_left_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-190e15satu.jpg,1
/home/m448690/ASL4/augmented_data/1/light-2.0e43satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*3hand1_1_top_seg_1_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Dilation-*5me3satu.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-170hand2_1_right_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*6hand5_1_bot_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--25hand2_1_left_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*6hand2_1_top_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-25hand2_1_top_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/me20.jpg,1
/home/m448690/ASL4/augmented_data/1/Dilation-*5hand1_1_top_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*2e20satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Dilation-*5e40satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--15e32satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-25hand2_1_dif_seg_3_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-200hand2_1_right_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-170hand1_1_top_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*3e42satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--15hand1_1_top_seg_1_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-170hand3_1_dif_seg_1_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*6hand1_1_top_seg_3_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-25e29satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Dilation-*5hand2_1_left_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Dilation-*5e31satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*2hand3_1_dif_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--15hand2_1_left_seg_1_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*6hand1_1_right_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.7hand3_1_dif_seg_1_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--15hand5_1_bot_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-200hand1_1_bot_seg_1_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--25e15satu.jpg,1
/home/m448690/ASL4/augmented_data/1/MedianBLur-7hand2_1_dif_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.7e36satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-15hand1_1_dif_seg_1_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.7e44satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*6hand1_1_bot_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-15hand5_1_dif_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/MedianBLur-7e17satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*6hand2_1_bot_seg_3_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*2e12satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--15hand4_1_bot_seg_3_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-15hand2_1_dif_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/51.jpeg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*3e46satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-15e11satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--15hand2_1_top_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/light-1hand2_1_top_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/MedianBLur-7hand1_1_bot_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Dilation-*5e42satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*3hand2_1_left_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--25e31satu.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-200hand5_1_bot_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/me36.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.3hand5_1_bot_seg_1_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--15e29satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-25hand2_1_left_seg_1_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.3hand1_1_top_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-190e40satu.jpg,1
/home/m448690/ASL4/augmented_data/1/22.jpeg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*3me4satu.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-50hand5_1_bot_seg_3_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/MedianBLur-7hand1_1_right_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-50hand4_1_bot_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*3hand5_1_dif_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Dilation-*5hand2_1_right_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*3e34satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-25hand1_1_dif_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.7hand5_1_bot_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.3hand2_1_top_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*2hand2_1_dif_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/me12.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.4hand2_1_top_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*3e30satu.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-170hand2_1_bot_seg_1_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/MedianBLur-7hand1_1_right_seg_3_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.7hand2_1_left_seg_1_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--25hand1_1_top_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--15hand3_1_dif_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.7hand1_1_bot_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-50hand2_1_top_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-50hand2_1_right_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-25me5satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--15hand2_1_top_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/light-2.0e40satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*6hand3_1_dif_seg_1_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.7hand5_1_bot_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-25hand2_1_left_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*6hand5_1_bot_seg_1_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/MedianBLur-7e49satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Dilation-*5hand2_1_left_seg_3_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.7hand2_1_top_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.7e23satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*6e48satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*2e33satu.jpg,1
/home/m448690/ASL4/augmented_data/1/MedianBLur-7e32satu.jpg,1
/home/m448690/ASL4/augmented_data/1/light-1hand3_1_dif_seg_3_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--15hand1_1_right_seg_3_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-15me2satu.jpg,1
/home/m448690/ASL4/augmented_data/1/MedianBLur-7hand5_1_dif_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Dilation-*5hand2_1_bot_seg_3_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*2e38satu.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.7hand1_1_left_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*2hand2_1_right_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-25hand2_1_dif_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-15e13satu.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-170hand4_1_bot_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/me23.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-190e31satu.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-50hand1_1_left_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*6hand1_1_bot_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/light-2.0e15satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--15hand5_1_dif_seg_1_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/38.jpeg,1
/home/m448690/ASL4/augmented_data/1/me22.jpg,1
/home/m448690/ASL4/augmented_data/1/Dilation-*5hand2_1_dif_seg_1_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--15e27satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--15hand2_1_right_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/light-1hand1_1_dif_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*2e22satu.jpg,1
/home/m448690/ASL4/augmented_data/1/43.jpeg,1
/home/m448690/ASL4/augmented_data/1/32.jpeg,1
/home/m448690/ASL4/augmented_data/1/dark-0.7e38satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*3e49satu.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-200hand2_1_right_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.7e14satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-15e20satu.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-220e13satu.jpg,1
/home/m448690/ASL4/augmented_data/1/light-1e29satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-15e18satu.jpg,1
/home/m448690/ASL4/augmented_data/1/MedianBLur-7hand2_1_bot_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/MedianBLur-7e35satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--25me4satu.jpg,1
/home/m448690/ASL4/augmented_data/1/light-2.0hand5_1_bot_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--25me8satu.jpg,1
/home/m448690/ASL4/augmented_data/1/light-1hand2_1_right_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-25e14satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Dilation-*5hand4_1_bot_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-25hand2_1_bot_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/light-1e25satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*6hand5_1_dif_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*3hand1_1_right_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/MedianBLur-7e18satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*6hand3_1_dif_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*6e13satu.jpg,1
/home/m448690/ASL4/augmented_data/1/me43.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-25hand2_1_right_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--15e10satu.jpg,1
/home/m448690/ASL4/augmented_data/1/light-2.0hand1_1_dif_seg_1_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*3e23satu.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-200hand2_1_left_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.4hand2_1_bot_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--25hand4_1_bot_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Dilation-*5e26satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*6e16satu.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.3hand2_1_top_seg_3_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/light-2.0hand2_1_bot_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*2hand2_1_left_seg_3_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.3hand3_1_dif_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*6hand2_1_top_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*3hand2_1_top_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*3me9satu.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.7hand2_1_bot_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/me13.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-25e21satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-25e40satu.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.4hand1_1_bot_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/MedianBLur-7hand4_1_bot_seg_3_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-220e28satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*6hand3_1_dif_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/light-2.0hand1_1_top_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-15e15satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Erosion-*2e17satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Dilation-*5hand2_1_right_seg_3_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-220e16satu.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate-25hand2_1_bot_seg_3_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.4hand2_1_left_seg_4_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.4hand3_1_dif_seg_1_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--25me9satu.jpg,1
/home/m448690/ASL4/augmented_data/1/me9.jpg,1
/home/m448690/ASL4/augmented_data/1/Rotate--15hand2_1_left_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/light-1hand2_1_left_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/dark-0.7e18satu.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-200hand1_1_top_seg_2_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-220e17satu.jpg,1
/home/m448690/ASL4/augmented_data/1/hue-200hand5_1_bot_seg_5_cropped.jpg,1
/home/m448690/ASL4/augmented_data/1/me17.jpg,1
/home/m448690/ASL4/augmented_data/1/light-2.0e10satu.jpg,1
